precinct,maximum_ticketed_car_type,percentage_maximum_ticketed_car_type,maximum_ticketed_vehicle_color,percentage_maximum_ticketed_vehicle_color,maximum_ticketed_violation_code,maximum_ticketed_violation_definition,maximum_ticketed_plate_type,percent_maximum_ticketed_plate_type,quotas_condition_met,max_tickets_issued_time_of_day,collisions,time
5,Suburban,37.0,WHITE,35.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,73.0,False,Afternoon,65.0,11-2022
6,Suburban,32.0,WHITE,46.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,62.0,False,Morning,51.0,11-2022
7,Suburban,39.0,WHITE,33.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,77.0,False,Morning,48.0,11-2022
9,Suburban,33.0,WHITE,43.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,64.0,False,Afternoon,30.0,11-2022
10,Van,27.0,WHITE,46.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,62.0,False,Afternoon,54.0,11-2022
13,Suburban,28.0,WHITE,47.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",passenger,60.0,False,Afternoon,69.0,11-2022
14,Van,30.0,WHITE,53.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",passenger,57.0,False,Afternoon,72.0,11-2022
17,Van,29.0,WHITE,52.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,56.0,False,Morning,60.0,11-2022
18,Van,29.0,WHITE,51.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,58.0,False,Morning,86.0,11-2022
19,Suburban,36.0,WHITE,38.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,65.0,False,Morning,116.0,11-2022
20,Suburban,38.0,WHITE,36.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,70.0,False,Morning,54.0,11-2022
22,Suburban,47.0,BLACK,35.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,85.0,,Morning,1.0,11-2022
23,Suburban,40.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,True,Afternoon,67.0,11-2022
24,Suburban,41.0,WHITE,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,75.0,False,Morning,35.0,11-2022
25,Suburban,43.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Afternoon,95.0,11-2022
26,Suburban,43.0,WHITE,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,39.0,11-2022
28,Suburban,42.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,38.0,11-2022
30,Suburban,43.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,47.0,11-2022
32,Suburban,43.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,True,Night,45.0,11-2022
33,Suburban,43.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,55.0,11-2022
34,Suburban,46.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,True,Afternoon,63.0,11-2022
40,Suburban,44.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,102.0,11-2022
41,Suburban,44.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,True,Morning,50.0,11-2022
42,4 Door Sedan,43.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,False,Morning,82.0,11-2022
43,Suburban,45.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,128.0,11-2022
44,Suburban,44.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,135.0,11-2022
45,Suburban,45.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,124.0,11-2022
46,Suburban,44.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,101.0,11-2022
47,4 Door Sedan,44.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,False,Morning,131.0,11-2022
48,Suburban,44.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,83.0,11-2022
49,Suburban,44.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,114.0,11-2022
50,Suburban,45.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,55.0,11-2022
52,Suburban,45.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,134.0,11-2022
60,Suburban,50.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Morning,73.0,11-2022
61,Suburban,55.0,BLACK,36.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,88.0,False,Morning,103.0,11-2022
62,Suburban,53.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,95.0,11-2022
63,Suburban,47.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,False,Morning,129.0,11-2022
66,Suburban,67.0,GRAY,36.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,128.0,11-2022
67,4 Door Sedan,45.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,149.0,11-2022
68,Suburban,51.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,128.0,11-2022
69,4 Door Sedan,46.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,True,Morning,78.0,11-2022
70,Suburban,50.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,131.0,11-2022
71,Suburban,50.0,GRAY,35.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,77.0,11-2022
72,Suburban,56.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,144.0,11-2022
73,4 Door Sedan,48.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,124.0,11-2022
75,4 Door Sedan,47.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,272.0,11-2022
76,Suburban,59.0,BLACK,37.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,65.0,11-2022
77,Suburban,49.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,92.0,False,Morning,106.0,11-2022
78,Suburban,59.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,88.0,11-2022
79,Suburban,53.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,92.0,True,Morning,85.0,11-2022
81,Suburban,45.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,95.0,False,Afternoon,61.0,11-2022
83,Suburban,46.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,92.0,False,Morning,130.0,11-2022
84,Suburban,45.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Afternoon,111.0,11-2022
88,Suburban,52.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,82.0,11-2022
90,Suburban,57.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,166.0,11-2022
94,Suburban,49.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,True,Morning,105.0,11-2022
100,Suburban,43.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,33.0,11-2022
101,4 Door Sedan,48.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,94.0,False,Night,43.0,11-2022
102,Suburban,43.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,131.0,11-2022
103,4 Door Sedan,43.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,86.0,False,Morning,123.0,11-2022
104,Suburban,46.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,187.0,11-2022
105,4 Door Sedan,41.0,BLACK,30.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,89.0,True,Afternoon,256.0,11-2022
106,Suburban,44.0,WHITE,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,82.0,False,Afternoon,151.0,11-2022
107,Suburban,47.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,139.0,11-2022
108,Suburban,45.0,BLACK,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,80.0,False,Morning,174.0,11-2022
109,Suburban,52.0,WHITE,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,83.0,False,Morning,213.0,11-2022
110,Suburban,48.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,118.0,11-2022
111,Suburban,53.0,BLACK,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,90.0,False,Afternoon,139.0,11-2022
112,Suburban,49.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,85.0,False,Morning,83.0,11-2022
113,4 Door Sedan,42.0,BLACK,29.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,87.0,False,Night,151.0,11-2022
114,Suburban,45.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,175.0,11-2022
115,Suburban,49.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,144.0,11-2022
120,Suburban,47.0,GRAY,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,93.0,True,Morning,102.0,11-2022
121,Suburban,45.0,BLACK,31.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,91.0,False,Morning,127.0,11-2022
122,Suburban,52.0,BLACK,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,91.0,True,Morning,127.0,11-2022
123,Suburban,48.0,BLACK,33.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,94.0,True,Morning,68.0,11-2022
1,Suburban,34.0,WHITE,39.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,67.0,False,Afternoon,58.0,12-2022
5,Suburban,42.0,WHITE,32.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,77.0,False,Afternoon,58.0,12-2022
6,Suburban,35.0,WHITE,43.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,68.0,False,Afternoon,45.0,12-2022
7,Suburban,39.0,WHITE,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,False,Morning,58.0,12-2022
9,Suburban,36.0,WHITE,40.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,69.0,False,Afternoon,35.0,12-2022
10,Suburban,30.0,WHITE,40.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,70.0,False,Morning,71.0,12-2022
13,Suburban,31.0,WHITE,45.0,31.0,Standing of a non-commercial vehicle in a commercial metered zone.,passenger,67.0,False,Afternoon,56.0,12-2022
14,Van,29.0,WHITE,50.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,60.0,False,Afternoon,92.0,12-2022
17,Van,29.0,WHITE,49.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,60.0,False,Morning,67.0,12-2022
18,Van,25.0,WHITE,52.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,56.0,False,Morning,105.0,12-2022
19,Suburban,37.0,WHITE,36.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,67.0,False,Morning,124.0,12-2022
20,Suburban,41.0,WHITE,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,72.0,False,Morning,47.0,12-2022
22,4 Door Sedan,36.0,WHITE,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,89.0,,Morning,3.0,12-2022
23,Suburban,41.0,WHITE,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Afternoon,70.0,12-2022
24,Suburban,42.0,WHITE,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,76.0,False,Morning,42.0,12-2022
25,Suburban,42.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,False,Morning,85.0,12-2022
26,Suburban,41.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,False,Morning,37.0,12-2022
28,Suburban,41.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,46.0,12-2022
30,Suburban,41.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,36.0,12-2022
32,4 Door Sedan,44.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,51.0,12-2022
33,Suburban,42.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Afternoon,78.0,12-2022
34,Suburban,43.0,BLACK,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Night,97.0,12-2022
40,Suburban,44.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,116.0,12-2022
41,Suburban,39.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,70.0,12-2022
42,4 Door Sedan,45.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,77.0,12-2022
43,Suburban,44.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,148.0,12-2022
44,Suburban,45.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,150.0,12-2022
45,Suburban,44.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,136.0,12-2022
46,Suburban,44.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,104.0,12-2022
47,4 Door Sedan,42.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,172.0,12-2022
48,Suburban,44.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,73.0,12-2022
49,Suburban,45.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,113.0,12-2022
50,Suburban,44.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,91.0,12-2022
52,Suburban,44.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,147.0,12-2022
60,Suburban,52.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,85.0,12-2022
61,Suburban,56.0,BLACK,36.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,136.0,12-2022
62,Suburban,52.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,156.0,12-2022
63,Suburban,50.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,126.0,12-2022
66,Suburban,67.0,GRAY,35.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,114.0,12-2022
67,4 Door Sedan,43.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,92.0,False,Morning,177.0,12-2022
68,Suburban,52.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,121.0,12-2022
69,4 Door Sedan,46.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,104.0,12-2022
70,Suburban,51.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,98.0,12-2022
71,Suburban,49.0,GRAY,35.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,94.0,12-2022
72,Suburban,53.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,114.0,12-2022
73,4 Door Sedan,46.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,93.0,False,Morning,121.0,12-2022
75,4 Door Sedan,49.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,269.0,12-2022
